occurrenceID,datasetName,datasetProvider,scientificName,sex,individualCountEnd,plantScientificName,endYear,endMonth,endDay,verbatimEventDate,startYear,country,decimalLatitude,decimalLongitude,coordinateUncertaintyInMetersEnd,manualGeoreferencing,geometry,license,recordedBy,individualCount,year,month,day,gbifRegion,habitat,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,databaseName
https://observation.org/observation/327459837,,,"Megachile sculpturalis Smith, 1853",Female,,,,,,,,,43.778959,4.157516,,,3850063.33951221|2314987.07421945,CC_BY_NC_4_0,User 744366,1,2024,9,8,EUROPE,unknown,FR,Gard (30),,,Congenies,,,GBIF
https://observation.org/observation/322937880,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.746075,5.077992,,,3923900.78351411|2306020.99282226,CC_BY_NC_4_0,User 171560,1,2024,8,5,EUROPE,unknown,FR,Bouches-du-Rhône (13),,,Sénas,,,GBIF
https://observation.org/observation/322861364,,,"Megachile sculpturalis Smith, 1853",Female,,,,,,,,,47.560759,9.709366,,,4299113.36126633|2716392.21774721,CC_BY_NC_4_0,User 749900,1,2024,8,5,EUROPE,unknown,DE,Bayern,,,LI Lindau (Landkreis),,,GBIF
https://observation.org/observation/323150940,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,44.368122,0.087225,,,3531860.4830867|2414329.26998227,CC_BY_NC_4_0,User 893860,1,2024,8,7,EUROPE,unknown,FR,Lot-et-Garonne (47),,,Argenton,,,GBIF
https://observation.org/observation/325588697,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,44.43712,4.07655,,,3849005.4839366|2388295.82942179,CC_BY_NC_4_0,User 882006,1,2024,8,24,EUROPE,unknown,FR,Ardèche (07),,,Gravières,,,GBIF
https://observation.org/observation/326529185,,,"Megachile sculpturalis Smith, 1853",Male,,,,,,,,,44.68698,6.605005,,,4051456.02140075|2403431.66593796,CC_BY_NC_4_0,User 975804,1,2024,8,10,EUROPE,unknown,FR,Hautes-Alpes (05),,,Saint-Crépin (05),,,GBIF
https://observation.org/observation/321503474,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,44.838342,1.130014,,,3620269.56676527|2455767.77995206,CC_BY_NC_4_0,User 129834,1,2024,7,27,EUROPE,unknown,FR,Dordogne (24),,,Saint-Vincent-de-Cosse,,,GBIF
https://observation.org/observation/325267975,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,43.897005,1.904486,,,3670479.29338909|2344891.90408394,CC_BY_NC_4_0,User 1023713,1,2024,8,21,EUROPE,unknown,FR,Tarn (81),,,Gaillac,,,GBIF
https://observation.org/observation/326530459,,,"Megachile sculpturalis Smith, 1853",Male,,,,,,,,,44.678517,6.60492,,,4051408.79565758|2402494.03902471,CC_BY_NC_4_0,User 975804,1,2024,8,16,EUROPE,unknown,FR,Hautes-Alpes (05),,,Réotier,,,GBIF
https://observation.org/observation/321928716,,,"Megachile sculpturalis Smith, 1853",Male,,,,,,,,,43.126731,2.897672,,,3742400.98448145|2251720.61345878,CC_BY_NC_4_0,User 50459,1,2024,7,30,EUROPE,unknown,FR,Aude (11),,,Narbonne,,,GBIF
https://observation.org/observation/322602262,,,"Megachile sculpturalis Smith, 1853",Male,,,,,,,,,46.018803,9.224575,,,4260879.56784184|2545409.72526993,CC_BY_NC_4_0,User 302530,1,2024,8,3,EUROPE,unknown,IT,Lombardia,,,Menaggio (comuni),,,GBIF
https://www.inaturalist.org/observations/252148819,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",Male,,,,,,2023/07/18 19:36,,,44.225326,3.511331,,,3802163.36477291|2368614.41057398,CC_BY_NC_4_0,Jeff Lopez,,2023,7,18,EUROPE,,FR,Languedoc-Roussillon,,,,"Chaos de Nîmes-le-Vieux, 48400 Fraissinet-de-Fourques, France",,GBIF
https://www.inaturalist.org/observations/251270331,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",Female,,,,,,2024/09/30 11:36,,,38.260283,140.860525,,,9282252.79614551|9760071.21234734,CC_BY_4_0,Timur Kalininsky,,2024,9,30,ASIA,,JP,Miyagi,,,,"Район Аоба, Сендай, Мияги, Япония",,GBIF
https://www.inaturalist.org/observations/251133805,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/10/23 13:16,,,32.013855,112.163705,,,10868857.9143909|6891004.23045024,CC_BY_NC_4_0,emanon,,2024,10,23,ASIA,,CN,Hubei,,,,中國湖北省襄陽市襄城區,,GBIF
https://www.inaturalist.org/observations/250718493,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/08/10 16:47,,,45.930335,9.323838,,,4268489.8021009|2535514.15778102,CC_BY_NC_4_0,Gaia Bazzi,,2024,8,10,EUROPE,,IT,Lombardia,,,,"23826 Mandello del Lario LC, Italia",,GBIF
https://www.inaturalist.org/observations/196278328,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",Female,,,,,,2021/06/27 15:59,,,43.34181,5.9679,,,3993344.51871928|2256982.43451746,CC_BY_NC_4_0,Bastien Le Mort,,2021,6,27,EUROPE,,FR,Provence-Alpes-Côte d'Azur,,,,"83136 La Roquebrussanne, France",,GBIF
https://www.inaturalist.org/observations/196377396,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",Male,,,,,,2020/07/30 18:52,,,43.341923,5.967545,,,3993316.33394654|2256996.4903249,CC_BY_NC_4_0,Bastien Le Mort,,2020,7,30,EUROPE,,FR,Provence-Alpes-Côte d'Azur,,,,"83136 La Roquebrussanne, France",,GBIF
https://www.inaturalist.org/observations/250303465,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2022-08-11 13:44:34+08:00,,,30.254947,119.061057,,,10989341.9655703|7548134.82354113,CC_BY_NC_4_0,menganation,,2022,8,11,ASIA,,CN,Zhejiang,,,,"下下线, 杭州市, 浙江省, CN",,GBIF
https://www.inaturalist.org/observations/244519540,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/09/05 06:20,,,35.716015,139.772882,,,9604841.42321073|9702318.64870091,CC_BY_NC_4_0,Dániel Máté Gergely,,2024,9,5,ASIA,,JP,Tokyo,,,,"9-83 Uenokōen, Taito City, Tokyo 110-8711, Japan",,GBIF
https://www.inaturalist.org/observations/248873037,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",Female,,,,,,2024/10/24 11:55,,,35.632718,139.468248,,,9631801.52367365|9675332.10555035,CC_BY_4_0,WATANABE Hitoshi 渡辺仁,,2024,10,24,ASIA,,JP,Tokyo,,,,連光寺・若葉台里山保全地域,,GBIF
https://www.inaturalist.org/observations/249417991,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/09/03 16:06,,,38.269557,140.84946,,,9282002.84961014|9758951.85193441,CC_BY_4_0,Timur Kalininsky,,2024,9,3,ASIA,,JP,Miyagi,,,,"Район Аоба, Сендай, Мияги, Япония",,GBIF
https://www.inaturalist.org/observations/249124429,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2022/07/22 04:59,,,35.654464,139.44613,,,9630934.6648343|9673039.02919551,CC_BY_NC_4_0,m_sato,,2022,7,22,ASIA,,JP,Tokyo,,,,日本、東京都多摩市一ノ宮,,GBIF
https://www.inaturalist.org/observations/249041922,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/09/14 21:43,,,44.191636,3.204121,,,3777353.25388607|2367070.69235751,CC_BY_NC_4_0,Martin Galli,,2024,9,14,EUROPE,,FR,Languedoc-Roussillon,,,,"Le Rozier, France",,GBIF
https://observation.org/observation/323918093,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,47.132754,0.388813,,,3593573.65163917|2716065.0499399,CC_BY_NC_4_0,User 239257,1,2024,8,12,EUROPE,unknown,FR,Indre-et-Loire (37),,,Panzoult,,,GBIF
https://observation.org/observation/329582745,,,"Megachile sculpturalis Smith, 1853",Female,,,,,,,,,41.988239,2.826148,,,3725387.07543725|2126632.90635893,CC_BY_NC_4_0,User 1040023,1,2024,7,29,EUROPE,unknown,ES,Girona,,,Ciudad de Girona,,,GBIF
https://observation.org/observation/321363903,,,"Megachile sculpturalis Smith, 1853",Male,,,,,,,,,42.092333,2.717328,,,3717417.35215962|2138980.36347058,CC_BY_NC_4_0,User 879351,1,2024,7,25,EUROPE,unknown,ES,Girona,,,Porqueres,,,GBIF
https://www.inaturalist.org/observations/245204218,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/09/20 1:13 PM,,,44.936055,1.013796,,,3612377.27920969|2467645.49403571,CC_BY_4_0,David Ashcroft,,2024,9,20,EUROPE,,FR,Aquitaine,,,,"Les Eyzies-de-Tayac-Sireuil, 24620 Les Eyzies, France",,GBIF
https://www.inaturalist.org/observations/244689779,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2019/08/11 12:00,,,44.830172,4.533005,,,3888324.93115198|2429031.20243155,CC_BY_NC_4_0,Françoise Lienhard,,2019,8,11,EUROPE,,FR,Rhône-Alpes,,,,"07190 Gluiras, France",,GBIF
https://www.inaturalist.org/observations/245586588,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2018/07/14 11:00,,,44.831179,4.533055,,,3888336.64804933|2429142.38738758,CC_BY_NC_4_0,Françoise Lienhard,,2018,7,14,EUROPE,,FR,Rhône-Alpes,,,,"07190 Gluiras, France",,GBIF
https://www.inaturalist.org/observations/240106464,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024-09-06 11:06:16,,,45.936511,4.816995,,,3918902.71924855|2549968.47000021,CC_BY_NC_4_0,Jean-Marc Vanel,,2024,9,6,EUROPE,,FR,Rhône-Alpes,,,,"01600 Reyrieux, France",,GBIF
https://www.inaturalist.org/observations/245118895,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",Male,,,,,,2018/07/25 20:58,,,44.83034,4.533257,,,3888346.13051028|2429048.34032146,CC_BY_NC_4_0,Françoise Lienhard,,2018,7,25,EUROPE,,FR,Rhône-Alpes,,,,"07190 Gluiras, France",,GBIF
https://www.inaturalist.org/observations/245039649,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024-09-29 09:54:59+09:00,,,35.537137,135.347433,,,9872767.96798173|9290611.42462931,CC_BY_4_0,りなべる,,2024,9,29,ASIA,,JP,Kyoto,,,,"舞鶴 ふるるFARM, 舞鶴市, 京都府, JP",,GBIF
https://www.inaturalist.org/observations/244433567,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024-09-28 13:48:44+09:00,,,35.520478,133.252982,,,9977960.49732601|9090831.26755659,CC_BY_NC_4_0,Rosario,,2024,9,28,ASIA,,JP,Shimane,,,,"Takenouchi Industrial Park, Sakaiminato, Tottori, JP",,GBIF
https://www.inaturalist.org/observations/237906506,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024-08-25 12:59:39+02:00,,,44.345214,-1.095298,,,3438111.45715098|2425038.66193841,CC_BY_4_0,attercopus,,2024,8,25,EUROPE,,FR,Aquitaine,,,,"Route du Lac, Parentis-en-Born, Nouvelle-Aquitaine, FR",,GBIF
https://www.inaturalist.org/observations/244778009,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",Male,,,,,,2019/08/19 22:36,,,44.830747,4.532592,,,3888296.74734335|2429097.24707038,CC_BY_NC_4_0,Françoise Lienhard,,2019,8,19,EUROPE,,FR,Rhône-Alpes,,,,"07190 Gluiras, France",,GBIF
https://www.inaturalist.org/observations/244971160,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/08/09 13:46,,,42.978884,1.077832,,,3593036.32265381|2251237.03423695,CC_BY_NC_4_0,Martin Galli,,2024,8,9,EUROPE,,FR,Midi-Pyrénées,,,,"09200 Montégut-en-Couserans, France",,GBIF
https://www.inaturalist.org/observations/244935056,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/09/16 08:15,,,43.547135,3.721116,,,3812952.38586024|2292205.12919032,CC_BY_NC_4_0,Walter Zoccarato,,2024,9,16,EUROPE,,FR,Languedoc-Roussillon,,,,"34660 Cournonterral, France",,GBIF
https://www.inaturalist.org/observations/243790341,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/07/03 9:59 PM,,,34.837476,134.690239,,,9979258.19606724|9229566.03094716,CC_BY_NC_4_0,Jorge A. Pérez Torres,,2024,7,3,ASIA,,JP,Hyōgo,,,,"Honmachi, Himeji, Hyogo 670-0012, Japón",,GBIF
https://www.inaturalist.org/observations/242472302,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024-09-18 13:43:17,,,48.006877,7.836691,,,4159524.39480103|2768285.27739184,CC_BY_NC_4_0,felixf,,2024,9,18,EUROPE,,DE,Baden-Württemberg,,,,"Stühlinger, 79 Freiburg im Breisgau-West, Deutschland",,GBIF
https://www.inaturalist.org/observations/243790339,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/07/03 9:58 PM,,,34.837617,134.690102,,,9979250.41544057|9229552.59358652,CC_BY_NC_4_0,Jorge A. Pérez Torres,,2024,7,3,ASIA,,JP,Hyōgo,,,,"Honmachi, Himeji, Hyogo 670-0012, Japón",,GBIF
https://www.inaturalist.org/observations/242472387,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024-09-18 13:43:15,,,48.006877,7.836691,,,4159524.39480103|2768285.27739184,CC_BY_NC_4_0,felixf,,2024,9,18,EUROPE,,DE,Baden-Württemberg,,,,"Stühlinger, 79 Freiburg im Breisgau-West, Deutschland",,GBIF
https://www.inaturalist.org/observations/242472171,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024-09-18 13:44:47,,,48.006624,7.836835,,,4159534.33849621|2768256.85617254,CC_BY_NC_4_0,felixf,,2024,9,18,EUROPE,,DE,Baden-Württemberg,,,,"Stühlinger, 79 Freiburg im Breisgau-West, Deutschland",,GBIF
https://www.inaturalist.org/observations/242527513,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024-08-29 15:39:28,,,45.649824,0.979809,,,3618838.11813407|2546724.33284952,CC_BY_NC_4_0,Sébastien,,2024,8,29,EUROPE,,FR,Limousin,,,,Chalus,,GBIF
https://www.inaturalist.org/observations/242472473,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024-09-18 13:43:03,,,48.006877,7.836691,,,4159524.39480103|2768285.27739184,CC_BY_NC_4_0,felixf,,2024,9,18,EUROPE,,DE,Baden-Württemberg,,,,"Stühlinger, 79 Freiburg im Breisgau-West, Deutschland",,GBIF
https://www.inaturalist.org/observations/241852789,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/08/28 14:20,,,46.58312,17.650012,,,4906748.03494139|2637963.03149534,CC_BY_NC_4_0,tamasvasarhelyi,,2024,8,28,EUROPE,,HU,Somogy,,,,"Somogyvár, 8698 Magyarország",,GBIF
https://www.inaturalist.org/observations/240127808,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/08/24,,,33.802855,107.901449,,,10678246.8509673|6542280.88694284,CC_BY_NC_4_0,Homemountain/Shan Gui,,2024,8,24,ASIA,,CN,Shaanxi,,,,"Shaanxi, CN",,GBIF
https://www.inaturalist.org/observations/240371888,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/09/07 19:11,,,47.166167,8.515495,,,4208363.76418574|2673639.36204039,CC_BY_NC_4_0,atsusa,,2024,9,7,EUROPE,,CH,Zug,,,,"Zug, Schweiz",,GBIF
https://www.inaturalist.org/observations/240128009,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/08/31,,,33.522463,108.61789,,,10710293.190449|6599983.51311603,CC_BY_NC_4_0,Homemountain/Shan Gui,,2024,8,31,ASIA,,CN,Shaanxi,,,,"Ankang, CN-SA, CN",,GBIF
https://www.inaturalist.org/observations/241131377,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024-09-09 17:10:00+02:00,,,44.693663,5.486034,,,3962766.09515048|2408870.96411635,CC_BY_NC_4_0,delphin_r,,2024,9,9,EUROPE,,FR,Rhône-Alpes,,,,"Impasse des Chaussières, Châtillon-en-Diois, Auvergne-Rhône-Alpes, FR",,GBIF
https://www.inaturalist.org/observations/240114949,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/08/30 11:12,,,45.23924,5.674793,,,3981062.3215626|2468432.05180643,CC_BY_NC_4_0,Antonin LECLERCQ,,2024,8,30,EUROPE,,FR,Rhône-Alpes,,,,"38120 Saint-Egrève, France",,GBIF
https://www.inaturalist.org/observations/240794704,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/08/23 12:07 PM,,,42.705215,0.888978,,,3574280.73828058|2222940.44183923,CC_BY_NC_4_0,sylvatica_,,2024,8,23,EUROPE,,ES,Cataluña,,,,"25598 Gessa, Lleida, Spain",,GBIF
https://www.inaturalist.org/observations/240312768,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024-09-07 15:20:08+02:00,,,47.080847,15.45342,,,4735054.68820824|2678272.09006512,CC_BY_NC_4_0,frank_w,,2024,9,7,EUROPE,,AT,Steiermark,,,,"Herdergasse, Graz, Steiermark, AT",,GBIF
https://www.inaturalist.org/observations/240127975,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/08/30,,,33.83746,108.929108,,,10679107.531742|6644802.3095941,CC_BY_NC_4_0,Homemountain/Shan Gui,,2024,8,30,ASIA,,CN,Shaanxi,,,,"Xi'an, CN-SA, CN",,GBIF
https://www.inaturalist.org/observations/240091702,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/08/21,,,33.75863,107.938773,,,10682965.9115273|6543907.0402908,CC_BY_NC_4_0,Homemountain/Shan Gui,,2024,8,21,ASIA,,CN,Shaanxi,,,,"Shaanxi, CN",,GBIF
https://www.inaturalist.org/observations/239858883,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2021/08/13 22:39,,,44.830568,4.532209,,,3888265.11654288|2429079.65056054,CC_BY_NC_4_0,Françoise Lienhard,,2021,8,13,EUROPE,,FR,Rhône-Alpes,,,,"07190 Gluiras, France",,GBIF
https://www.inaturalist.org/observations/240140792,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024-09-06 14:48:49+09:00,,,35.636598,139.775352,,,9612722.63702569|9703533.54842664,CC_BY_NC_4_0,mako328,,2024,9,6,ASIA,,JP,Tokyo,,,,Japan,,GBIF
https://www.inaturalist.org/observations/241252518,iNaturalist research-grade observations,,"Megachile sculpturalis Smith, 1853",,,,,,,2024/08/20 9:25 AM,,,42.050098,2.25858,,,3679097.69706119|2138111.79618576,CC_BY_NC_4_0,lluis_copete,,2024,8,20,EUROPE,,ES,Cataluña,,,,"Torelló, Barcelona, Espanya",,GBIF
DA_HA_0069246,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,15/06/2019,,,41.861,2.664,,,3710701.47667546|2113895.3347481,CC_BY_NC_4_0,Online_Alfons Delgado-Garcia,1,2019,6,15,EUROPE,,ES,Cataluña,Gerona,,,,,GBIF
DA_HA_0069228,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,17/08/2021,,,41.859,2.662,,,3710515.72284573|2113690.95702128,CC_BY_NC_4_0,Online_Alfonsdg,1,2021,8,17,EUROPE,,ES,Cataluña,Gerona,,"17430 Santa Coloma de Farners, Girona, Espany",,,GBIF
DA_HA_0067185,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,29/06/2019,,,41.371,2.162,,,3663895.9461832|2064095.32284327,CC_BY_NC_4_0,Online_Sanchomarraco,1,2019,6,29,EUROPE,,ES,Cataluña,Barcelona,,"Parque de Montjuic (Parc de Montjuïc), Barcelona, Cataluña, E",,,GBIF
DA_HA_0069245,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,31/08/2018,,,41.861,2.664,,,3710701.47667546|2113895.3347481,CC_BY_NC_4_0,Online_Alfonsdg,1,2018,8,31,EUROPE,,ES,Cataluña,Gerona,,"Carrer Francesc Moragas, 10, 17430 Santa Coloma de Farners, Girona, Espany",,,GBIF
DA_HA_0067869,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,12/07/2019,,,41.652,2.383,,,3685250.19113186|2093171.58913249,CC_BY_NC_4_0,Online_J.miquel,1,2019,7,12,EUROPE,,ES,Cataluña,Barcelona,,"08459 Sant Julià  d'Alfou, Barcelona, Espany",,,GBIF
DA_HA_0066914,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,28/07/2021,,,41.486,2.072,,,3657615.18392177|2077552.35306896,CC_BY_NC_4_0,Online_Diegopatino19,1,2021,7,28,EUROPE,,ES,Cataluña,Barcelona,,,,,GBIF
DA_HA_0069445,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,19/07/2021,,,39.456,2.7,,,3690165.87028758|1848665.14322522,CC_BY_NC_4_0,Online_Firiurr,1,2021,7,19,EUROPE,,ES,Islas Baleares,Baleares,,,,,GBIF
DA_HA_0069247,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,31/08/2018,,,41.861,2.664,,,3710701.47667546|2113895.3347481,CC_BY_NC_4_0,Online_Alfons Delgado-Garcia,1,2018,8,31,EUROPE,,ES,Cataluña,Gerona,,,,,GBIF
DA_HA_0069229,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,17/08/2021,,,41.859,2.662,,,3710515.72284573|2113690.95702128,CC_BY_NC_4_0,Online_Alfons Delgado-Garcia,1,2021,8,17,EUROPE,,ES,Cataluña,Gerona,,,,,GBIF
DA_HA_0067870,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,12/07/2019,,,41.652,2.383,,,3685250.19113186|2093171.58913249,CC_BY_NC_4_0,Online_J.miquel,1,2019,7,12,EUROPE,,ES,Cataluña,Barcelona,,,,,GBIF
DA_HA_0065296,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,20/08/2021,,,42.231,1.204,,,3594248.09894663|2167624.23691058,CC_BY_NC_4_0,Online_Purnendu,1,2021,8,20,EUROPE,,ES,Cataluña,Lérida,,"Senyús, Lleida, Spai",,,GBIF
DA_HA_0070404,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,22/07/2019,,,42.022,2.824,,,3725539.5087812|2130373.98607307,CC_BY_NC_4_0,Online_Shpingalet007,1,2019,7,22,EUROPE,,ES,Cataluña,Gerona,,17481,,,GBIF
DA_HA_0065295,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,20/08/2021,,,42.231,1.204,,,3594248.09894663|2167624.23691058,CC_BY_NC_4_0,Online_Purnendu Roy,1,2021,8,20,EUROPE,,ES,Cataluña,Lérida,,,,,GBIF
DA_HA_0068997,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,17/07/2018,,,41.983,2.618,,,3708114.4261826|2127722.62996435,CC_BY_NC_4_0,Online_Orlandof,1,2018,7,17,EUROPE,,ES,Cataluña,Gerona,,"Girona, ESCT, E",,,GBIF
DA_HA_0067150,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,24/06/2021,,,41.402,2.142,,,3662555.41292734|2067684.95193888,CC_BY_NC_4_0,Online_Noeliria,1,2021,6,24,EUROPE,,ES,Cataluña,Barcelona,,"08006 Barcelona, España",,,GBIF
DA_HA_0067252,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,20/09/2021,,,41.386,2.182,,,3665724.42077655|2065574.38116156,CC_BY_NC_4_0,Online_Marcellotaglialatela,1,2021,9,20,EUROPE,,ES,Cataluña,Barcelona,,"Carrer del Rec, Barcellona, Barcelona, E",,,GBIF
DA_HA_0069244,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,15/06/2019,,,41.861,2.664,,,3710701.47667546|2113895.3347481,CC_BY_NC_4_0,Online_Alfonsdg,1,2019,6,15,EUROPE,,ES,Cataluña,Gerona,,"17430 Santa Coloma de Farners, Girona, Espany",,,GBIF
DA_HA_0069037,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,16/07/2018,,,41.95,2.63,,,3708775.8510297|2123985.80211746,CC_BY_NC_4_0,,1,2018,7,16,EUROPE,,ES,Cataluña,Gerona,,Spain Anglès,,,GBIF
DA_HA_0066913,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,28/07/2021,,,41.486,2.072,,,3657615.18392177|2077552.35306896,CC_BY_NC_4_0,Online_Diegopatino20,1,2021,7,28,EUROPE,,ES,Cataluña,Barcelona,,"Avinguda de la Via Augusta, Sant Cugdel Vallès, Barcelona, E",,,GBIF
DA_HA_0067253,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,20/09/2021,,,41.386,2.182,,,3665724.42077655|2065574.38116156,CC_BY_NC_4_0,Online_Marcellotaglialatela,1,2021,9,20,EUROPE,,ES,Cataluña,Barcelona,,,,,GBIF
DA_HA_0069060,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,16/07/2018,,,41.958,2.64,,,3709683.74675988|2124786.97032434,CC_BY_NC_4_0,Online_Orlandof,1,2018,7,16,EUROPE,,ES,Cataluña,Gerona,,"Girona, ESCT, E",,,GBIF
DA_HA_0068458,Distribution database of arthropods of the Iberian Peninsula and Balearic Islands,,"Megachile sculpturalis Smith, 1853",,,,,,,17/07/2019,,,41.663,2.526,,,3697252.61338359|2093191.53466428,CC_BY_NC_4_0,Online_Davidcb,1,2019,7,17,EUROPE,,ES,Cataluña,Barcelona,,"Parc Natural de Montnegre i el Corredor, Sant Celoni, Catalunya, E",,,GBIF
CSCF-API-790444,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,47.63934,8.86917,,,4235974.18881359|2725730.04299679,CC_BY_4_0,Weibel Urs,,2020,7,31,EUROPE,,CH,Tg,,,,,,GBIF
CSCF-API-788971,,,"Megachile sculpturalis Smith, 1853",,,,,,,,,,47.06009,8.32714,,,4193817.78829635|2662162.84372517,CC_BY_4_0,Wittwer Monique,,2020,8,2,EUROPE,,CH,Lu,,,,,,GBIF
CSCF-API-788890,,,"Megachile sculpturalis Smith, 1853",Male,,,,,,,,,46.29887,7.53598,,,4130984.33111068|2579339.38084349,CC_BY_4_0,Hirt Karl,,2021,6,27,EUROPE,,CH,Vs,,,,,,GBIF
